V	1002	ATI Technologies Inc
X	06C11028	GeForce 920M
X	06F01028	GeForce 920M
X	06F11028	GeForce 920M
X	06F21028	GeForce 920M
X	06F31028	GeForce 920M
X	093C1025	GeForce 920M
X	09451025	GeForce 920M
X	096B1025	GeForce 920M
X	09711025	GeForce 920M
X	09741025	GeForce 920M
X	09771025	GeForce 920M
X	09851025	GeForce 920M
X	09881025	GeForce 920M
X	098B1025	GeForce 920M
X	098F1025	GeForce 920M
X	09921025	GeForce 920M
X	099A1025	GeForce 920M
X	099F1025	GeForce 920M
X	100D1025	GeForce 920M
X	100E1043	GeForce 920M
X	10101043	GeForce 920M
X	101A1025	GeForce 920M
X	10251025	GeForce 920M
X	102E1043	GeForce 920M
X	10351025	GeForce 920M
X	103E1025	GeForce 920M
X	103E1043	GeForce 920M
X	10401025	GeForce 920M
X	10421025	GeForce 920M
X	10451025	GeForce 920M
X	104E1043	GeForce 920M
X	105E1043	GeForce 920M
X	107F1025	GeForce 920M
X	1108152D	GeForce 920M
X	1113152D	GeForce 920M
X	11161462	GeForce 920M
X	1123152D	GeForce 920M
X	1126152D	GeForce 920M
X	11591462	GeForce 920M
X	16DD1043	GeForce 920M
X	176D1043	GeForce 920M
X	179D1043	GeForce 920M
X	18D01043	GeForce 920M
X	1A6D1043	GeForce 920M
X	1A7D1043	GeForce 920M
X	1ADD1043	GeForce 920M
X	1AED1043	GeForce 920M
X	1BAD1043	GeForce 920M
X	20041D05	GeForce 920M
X	225C1B0A	GeForce 920M
X	232A1043	GeForce 920M
X	23AA1043	GeForce 920M
X	23DA1043	GeForce 920M
X	23EA1043	GeForce 920M
X	23FA1043	GeForce 920M
X	241A1043	GeForce 920M
X	242A1043	GeForce 920M
X	244A1043	GeForce 920M
X	245A1043	GeForce 920M
X	246A1043	GeForce 920M
X	24AA1043	GeForce 920M
X	30BB17AA	GeForce 920A
X	30DA17AA	GeForce 920A
X	30DC17AA	GeForce 920A
X	30DD17AA	GeForce 920A
X	30DF17AA	GeForce 920A
X	311717AA	GeForce 920A
X	361B17AA	GeForce 920A
X	362D17AA	GeForce 920A
X	362E17AA	GeForce 920A
X	363017AA	GeForce 920A
X	363717AA	GeForce 920A
X	369B17AA	GeForce 920A
X	36A717AA	GeForce 920A
X	36AF17AA	GeForce 920A
X	36F017AA	GeForce 920A
X	380117AA	GeForce 920M
X	380D17AA	GeForce 920M
X	381C17AA	GeForce 920M
X	381D17AA	GeForce 920M
X	381F17AA	GeForce 920M
X	382117AA	GeForce 920M
X	382217AA	GeForce 920M
X	382417AA	GeForce 920M
X	382917AA	GeForce 920M
X	382B17AA	GeForce 920M
X	39F117AA	GeForce 920M
X	C757144D	GeForce 920M
X	C770144D	GeForce 920M
X	F8411179	GeForce 920M
X	F8421179	GeForce 920M
X	F8431179	GeForce 920M
D	129A	GeForce 910M
X	099E1025	GeForce 910M
X	10141025	GeForce 910M
X	10151025	GeForce 910M
X	C782144D	GeForce 910M
D	12B9	Quadro K610M
X	1909103C	Quadro K610M
X	190A103C	Quadro K610M
X	197A103C	Quadro K610M
X	197B103C	Quadro K610M
X	2253103C	Quadro K610M
X	2254103C	Quadro K610M
D	12BA	Quadro K510M
X	17ED10CF	Quadro K510M
D	1340	GeForce 830M
X	02142014	GeForce 830M
X	062B1028	GeForce 830M
X	062C1028	GeForce 830M
X	06311028	GeForce 830M
X	06321028	GeForce 830M
X	06451028	GeForce 830M
X	06461028	GeForce 830M
X	069A1028	GeForce 830M
X	22451B0A	GeForce 830M
X	22491B0A	GeForce 830M
X	22501B0A	GeForce 830M
X	22531B0A	GeForce 830M
X	2280103C	GeForce 830M
X	2281103C	GeForce 830M
X	2282103C	GeForce 830M
X	2295103C	GeForce 830M
X	2296103C	GeForce 830M
X	2297103C	GeForce 830M
X	2339103C	GeForce 830M
X	233A103C	GeForce 830M
X	233B103C	GeForce 830M
X	2B2B103C	GeForce 830A
X	90D81B0A	GeForce 830M
X	90DD1B0A	GeForce 830M
D	1341	GeForce 840M
X	008314C0	GeForce 840M
X	01271854	GeForce 840M
X	02141854	GeForce 840M
X	02171854	GeForce 840M
X	062B1028	GeForce 840M
X	062C1028	GeForce 840M
X	062E1028	GeForce 840M
X	06491028	GeForce 840M
X	06521028	GeForce 840M
X	06531028	GeForce 840M
X	06561028	GeForce 840M
X	08631025	GeForce 840M
X	08671025	GeForce 840M
X	08721025	GeForce 840M
X	08771025	GeForce 840M
X	087A1025	GeForce 840M
X	08821025	GeForce 840M
X	08861025	GeForce 840M
X	091C1025	GeForce 840M
X	091D1025	GeForce 840M
X	09221025	GeForce 840M
X	09251025	GeForce 840M
X	09421025	GeForce 840M
X	09481025	GeForce 840M
X	09631025	GeForce 840M
X	09661025	GeForce 840M
X	09911025	GeForce 840M
X	1003152D	GeForce 840M
X	101F1025	GeForce 840M
X	1020152D	GeForce 840M
X	1093152D	GeForce 840M
X	11021462	GeForce 840M
X	11121462	GeForce 840M
X	11131462	GeForce 840M
X	11161462	GeForce 840M
X	1117152D	GeForce 840M
X	11ED1043	GeForce 840M
X	12DF1043	GeForce 840M
X	130D1043	GeForce 840M
X	131D1043	GeForce 840M
X	139D1043	GeForce 840M
X	13FD1043	GeForce 840M
X	14AD1043	GeForce 840M
X	14FD1043	GeForce 840M
X	158D1043	GeForce 840M
X	15AD1043	GeForce 840M
X	15DD1043	GeForce 840M
X	167D1043	GeForce 840M
X	16AD1043	GeForce 840M
X	16CD1043	GeForce 840M
X	16ED1043	GeForce 840M
X	16FD1043	GeForce 840M
X	170D1043	GeForce 840M
X	195D1043	GeForce 840M
X	1A404352	GeForce 840M
X	21091B0A	GeForce 840M
X	210E1B0A	GeForce 840M
X	2166103C	GeForce 840M
X	21A0103C	GeForce 840M
X	21A1103C	GeForce 840M
X	21DC103C	GeForce 840M
X	22221B0A	GeForce 840M
X	222917AA	GeForce 840M
X	22451B0A	GeForce 840M
X	22491B0A	GeForce 840M
X	22501B0A	GeForce 840M
X	22531B0A	GeForce 840M
X	2280103C	GeForce 840M
X	2281103C	GeForce 840M
X	2282103C	GeForce 840M
X	228C103C	GeForce 840M
X	228D103C	GeForce 840M
X	228E103C	GeForce 840M
X	2295103C	GeForce 840M
X	2296103C	GeForce 840M
X	2297103C	GeForce 840M
X	229A1043	GeForce 840M
X	229B103C	GeForce 840M
X	229C103C	GeForce 840M
X	229D103C	GeForce 840M
X	22AA1043	GeForce 840M
X	234A1043	GeForce 840M
X	237A1043	GeForce 840M
X	239A1043	GeForce 840M
X	369717AA	GeForce 840A
X	369917AA	GeForce 840A
X	369C17AA	GeForce 840A
X	380517AA	GeForce 840M
X	380917AA	GeForce 840M
X	380D17AA	GeForce 840M
X	381217AA	GeForce 840M
X	381317AA	GeForce 840M
X	381717AA	GeForce 840M
X	381A17AA	GeForce 840M
X	381C17AA	GeForce 840M
X	381D17AA	GeForce 840M
X	390717AA	GeForce 840M
X	391517AA	GeForce 840M
X	50081558	GeForce 840M
X	50351B6C	GeForce 840M
X	50371B6C	GeForce 840M
X	504017AA	GeForce 840M
X	504217AA	GeForce 840M
X	504417AA	GeForce 840M
X	558A1991	GeForce 840M
X	558D1991	GeForce 840M
X	65021558	GeForce 840M
X	863A1043	GeForce 840M
X	99A31019	GeForce 840M
X	C757144D	GeForce 840M
D	1344	GeForce 845M
X	06921028	GeForce 845M
D	1346	GeForce 930M
X	00041179	GeForce 930M
X	000D1179	GeForce 930M
X	00141179	GeForce 930M
X	001D1179	GeForce 930M
X	06D41028	GeForce 930M
X	06D51028	GeForce 930M
X	070A1028	GeForce 930M
X	070B1028	GeForce 930M
X	178D1043	GeForce 930M
X	193D1043	GeForce 930M
X	1A6D1043	GeForce 930M
X	1A7D1043	GeForce 930M
X	22451B0A	GeForce 930M
X	22501B0A	GeForce 930M
X	22811B0A	GeForce 930M
X	22861B0A	GeForce 930M
X	22FA1043	GeForce 930M
X	23CA1043	GeForce 930M
X	245A1043	GeForce 930M
X	246A1043	GeForce 930M
X	30BA17AA	GeForce 930A
X	362C17AA	GeForce 930A
X	362F17AA	GeForce 930A
X	363617AA	GeForce 930A
X	806D103C	GeForce 930M
X	80D0103C	GeForce 930M
X	82A8103C	GeForce 930M
X	864C1043	GeForce 930M
X	869D1043	GeForce 930M
X	86A51043	GeForce 930M
X	86B31043	GeForce 930M
X	86B81043	GeForce 930M
X	86E11043	GeForce 930M
X	86E51043	GeForce 930M
X	86EB1043	GeForce 930M
X	86EC1043	GeForce 930M
X	9E5417AA	GeForce 930M
X	AA8C1462	GeForce 930M
X	AC171462	GeForce 930M
X	ACB51462	GeForce 930M
X	AE681462	GeForce 930M
X	F8211179	GeForce 930M
X	F8231179	GeForce 930M
X	F8321179	GeForce 930M
X	F8341179	GeForce 930M
X	F8411179	GeForce 930M
X	F8421179	GeForce 930M
X	F8431179	GeForce 930M
D	1347	GeForce 940M
X	02331854	GeForce 940M
X	02611854	GeForce 940M
X	06EF1028	GeForce 940M
X	091B1025	GeForce 940M
X	091C1025	GeForce 940M
X	091D1025	GeForce 940M
X	09631025	GeForce 940M
X	096D1025	GeForce 940M
X	09711025	GeForce 940M
X	09741025	GeForce 940M
X	09761025	GeForce 940M
X	097A1025	GeForce 940M
X	09851025	GeForce 940M
X	09891025	GeForce 940M
X	098C1025	GeForce 940M
X	09931025	GeForce 940M
X	09991025	GeForce 940M
X	10081025	GeForce 940M
X	100D1025	GeForce 940M
X	101A1025	GeForce 940M
X	101E1043	GeForce 940M
X	10251025	GeForce 940M
X	10271025	GeForce 940M
X	102D1025	GeForce 940M
X	102F1025	GeForce 940M
X	10311025	GeForce 940M
X	10351025	GeForce 940M
X	103E1025	GeForce 940M
X	10401025	GeForce 940M
X	10421025	GeForce 940M
X	10461025	GeForce 940M
X	10521025	GeForce 940M
X	105C1025	GeForce 940M
X	105D1025	GeForce 940M
X	10631025	GeForce 940M
X	10771025	GeForce 940M
X	107F1025	GeForce 940M
X	10F01043	GeForce 940M
X	11031025	GeForce 940M
X	1109152D	GeForce 940M
X	110917C0	GeForce 940M
X	11121462	GeForce 940M
X	11131462	GeForce 940M
X	1114152D	GeForce 940M
X	11161462	GeForce 940M
X	1120152D	GeForce 940M
X	1124152D	GeForce 940M
X	1127152D	GeForce 940M
X	114C1462	GeForce 940M
X	114D1462	GeForce 940M
X	11591462	GeForce 940M
X	11731025	GeForce 940M
X	11741025	GeForce 940M
X	117C1025	GeForce 940M
X	117E1025	GeForce 940M
X	12DF1043	GeForce 940M
X	195D1043	GeForce 940M
X	1A1D1043	GeForce 940M
X	1A6D1043	GeForce 940M
X	1A7D1043	GeForce 940M
X	1A9D1043	GeForce 940M
X	1B1D1043	GeForce 940M
X	1B6D1043	GeForce 940M
X	1CDD1043	GeForce 940M
X	1D2D1043	GeForce 940M
X	21091B0A	GeForce 940M
X	222517AA	GeForce 940M
X	22451B0A	GeForce 940M
X	22501B0A	GeForce 940M
X	22811B0A	GeForce 940M
X	228B1B0A	GeForce 940M
X	228F1B0A	GeForce 940M
X	23BA1043	GeForce 940M
X	241A1043	GeForce 940M
X	245A1043	GeForce 940M
X	246A1043	GeForce 940M
X	36B917AA	GeForce 940A
X	36BA17AA	GeForce 940A
X	380B17AA	GeForce 940M
X	381D17AA	GeForce 940M
X	382117AA	GeForce 940M
X	382917AA	GeForce 940M
X	383917AA	GeForce 940M
X	391717AA	GeForce 940M
X	50031558	GeForce 940M
X	503517AA	GeForce 940M
X	503717AA	GeForce 940M
X	503A17AA	GeForce 940M
X	504217AA	GeForce 940M
X	504D17AA	GeForce 940M
X	55501B50	GeForce 940M
X	55601B50	GeForce 940M
X	55901991	GeForce 940M
X	55911991	GeForce 940M
X	55931991	GeForce 940M
X	65041558	GeForce 940M
X	65071558	GeForce 940M
X	65081558	GeForce 940M
X	8095103C	GeForce 940M
X	8096103C	GeForce 940M
X	8097103C	GeForce 940M
X	80A3103C	GeForce 940M
X	80A4103C	GeForce 940M
X	80A5103C	GeForce 940M
X	80DC103C	GeForce 940M
X	80DD103C	GeForce 940M
X	80DE103C	GeForce 940M
X	80E4103C	GeForce 940M
X	80E5103C	GeForce 940M
X	80E6103C	GeForce 940M
X	80EC103C	GeForce 940M
X	80ED103C	GeForce 940M
X	80EE103C	GeForce 940M
X	816D103C	GeForce 940M
X	818B103C	GeForce 940M
X	818C103C	GeForce 940M
X	819B103C	GeForce 940M
X	819F103C	GeForce 940M
X	86FA1043	GeForce 940M
X	9E5417AA	GeForce 940M
X	AA8D1462	GeForce 940M
X	AC181462	GeForce 940M
X	C757144D	GeForce 940M
X	C776144D	GeForce 940M
D	1348	GeForce 945A
X	2B5C103C	GeForce 945A
D	1349	GeForce 930M
X	223417AA	GeForce 930M
X	312417AA	GeForce 930A
X	364B17AA	GeForce 930A
X	36C317AA	GeForce 930A
X	36D117AA	GeForce 930A
X	36D817AA	GeForce 930A
D	134B	GeForce GPU
X	00081414	GeForce GPU
X	16021D72	GeForce 940MX
X	16061D72	GeForce 940MX
X	39EE17AA	GeForce 940MX
X	39F317AA	GeForce 940MX
D	134D	GeForce 940MX
X	02661854	GeForce 940MX
X	02771854	GeForce 940MX
X	073F1028	GeForce 940MX
X	07441028	GeForce 940MX
X	07811028	GeForce 940MX
X	07821028	GeForce 940MX
X	07831028	GeForce 940MX
X	07841028	GeForce 940MX
X	07851028	GeForce 940MX
X	07861028	GeForce 940MX
X	07EA1028	GeForce 940MX
X	07EC1028	GeForce 940MX
X	10811025	GeForce 940MX
X	10831025	GeForce 940MX
X	108F1025	GeForce 940MX
X	10941025	GeForce 940MX
X	109E1043	GeForce 940MX
X	10CE1043	GeForce 940MX
X	110C17C0	GeForce 940MX
X	110F1025	GeForce 940MX
X	111A1025	GeForce 940MX
X	111B1025	GeForce 940MX
X	11231025	GeForce 940MX
X	112E1025	GeForce 940MX
X	11331025	GeForce 940MX
X	11341025	GeForce 940MX
X	1138152D	GeForce 940MX
X	113C1025	GeForce 940MX
X	113E1025	GeForce 940MX
X	114A1025	GeForce 940MX
X	114C1025	GeForce 940MX
X	114C1462	GeForce 940MX
X	11581025	GeForce 940MX
X	11671462	GeForce 940MX
X	11681025	GeForce 940MX
X	11681462	GeForce 940MX
X	116A1025	GeForce 940MX
X	117C1025	GeForce 940MX
X	117E1025	GeForce 940MX
X	11831462	GeForce 940MX
X	1184152D	GeForce 940MX
X	11891025	GeForce 940MX
X	118E1043	GeForce 940MX
X	11901462	GeForce 940MX
X	11911462	GeForce 940MX
X	119A1025	GeForce 940MX
X	119B1462	GeForce 940MX
X	119E1043	GeForce 940MX
X	11A31462	GeForce 940MX
X	11A41462	GeForce 940MX
X	11FE1043	GeForce 940MX
X	120E1043	GeForce 940MX
X	12181025	GeForce 940MX
X	121A1025	GeForce 940MX
X	121F1025	GeForce 940MX
X	12201025	GeForce 940MX
X	122F1025	GeForce 940MX
X	12401043	GeForce 940MX
X	12501025	GeForce 940MX
X	12521025	GeForce 940MX
X	12CE1043	GeForce 940MX
X	12DE1043	GeForce 940MX
X	12EE1043	GeForce 940MX
X	138E1043	GeForce 940MX
X	139E1043	GeForce 940MX
X	13CE1043	GeForce 940MX
X	13DE1043	GeForce 940MX
X	13EE1043	GeForce 940MX
X	141E1043	GeForce 940MX
X	142E1043	GeForce 940MX
X	145E1043	GeForce 940MX
X	148E1043	GeForce 940MX
X	14901043	GeForce 940MX
X	14AE1043	GeForce 940MX
X	14B01043	GeForce 940MX
X	159E1043	GeForce 940MX
X	15AE1043	GeForce 940MX
X	164E1043	GeForce 940MX
X	16501043	GeForce 940MX
X	16AE1043	GeForce 940MX
X	17101043	GeForce 940MX
X	17201043	GeForce 940MX
X	19001043	GeForce 940MX
X	1A901043	GeForce 940MX
X	223217AA	GeForce 940MX
X	224617AA	GeForce 940MX
X	224817AA	GeForce 940MX
X	22811B0A	GeForce 940MX
X	228F1B0A	GeForce 940MX
X	229C1B0A	GeForce 940MX
X	22CD1B0A	GeForce 940MX
X	23031B0A	GeForce 940MX
X	230B1B0A	GeForce 940MX
X	23121B0A	GeForce 940MX
X	23191B0A	GeForce 940MX
X	233D1B0A	GeForce 940MX
X	246A1043	GeForce 940MX
X	30FC17AA	GeForce 940MX
X	311017AA	GeForce 940MX
X	311317AA	GeForce 940MX
X	364717AA	GeForce 940MX
X	36BB17AA	GeForce 940MX
X	36D017AA	GeForce 940MX
X	36D617AA	GeForce 940MX
X	36DD17AA	GeForce 940MX
X	382017AA	GeForce 940MX
X	382417AA	GeForce 940MX
X	38E217AA	GeForce 940MX
X	398D17AA	GeForce 940MX
X	39C817AA	GeForce 940MX
X	39CC17AA	GeForce 940MX
X	39CE17AA	GeForce 940MX
X	39F117AA	GeForce 940MX
X	39F417AA	GeForce 940MX
X	3E0319E5	GeForce 940MX
X	504F17AA	GeForce 940MX
X	505017AA	GeForce 940MX
X	505C17AA	GeForce 940MX
X	505E17AA	GeForce 940MX
X	55001558	GeForce 940MX
X	55951991	GeForce 940MX
X	65041558	GeForce 940MX
X	65091558	GeForce 940MX
X	67091558	GeForce 940MX
X	819F103C	GeForce 940MX
X	81CD103C	GeForce 940MX
X	81CE103C	GeForce 940MX
X	81D3103C	GeForce 940MX
X	81D4103C	GeForce 940MX
X	820A103C	GeForce 940MX
X	820C103C	GeForce 940MX
X	8214103C	GeForce 940MX
X	8216103C	GeForce 940MX
X	82C1103C	GeForce 940MX
X	8310103C	GeForce 940MX
X	8314103C	GeForce 940MX
X	834D103C	GeForce 940MX
X	834E103C	GeForce 940MX
X	8363103C	GeForce 940MX
X	8365103C	GeForce 940MX
X	8368103C	GeForce 940MX
X	839A103C	GeForce 940MX
X	839B103C	GeForce 940MX
X	839C103C	GeForce 940MX
X	83A4103C	GeForce 940MX
X	83C5103C	GeForce 940MX
X	83CE103C	GeForce 940MX
X	83F9103C	GeForce 940MX
X	83FB103C	GeForce 940MX
X	841C103C	GeForce 940MX
X	85091558	GeForce 940MX
X	98331019	GeForce 940MX
X	9E5417AA	GeForce 940MX
X	AA8E1462	GeForce 940MX
X	C142144D	GeForce 940MX
X	C14A144D	GeForce 940MX
X	C14C144D	GeForce 940MX
X	C776144D	GeForce 940MX
X	C792144D	GeForce 940MX
D	134E	GeForce 930MX
X	07551028	GeForce 930MX
X	07561028	GeForce 930MX
X	07A71028	GeForce 930MX
X	07A81028	GeForce 930MX
X	07D01028	GeForce 930MX
X	07E81028	GeForce 930MX
X	106E1043	GeForce 930MX
X	10AE1043	GeForce 930MX
X	10DE1043	GeForce 930MX
X	117E1043	GeForce 930MX
X	125E1043	GeForce 930MX
X	130E1043	GeForce 930MX
X	134E1043	GeForce 930MX
X	13AE1043	GeForce 930MX
X	13FE1043	GeForce 930MX
X	143E1043	GeForce 930MX
X	14901043	GeForce 930MX
X	14BE1043	GeForce 930MX
X	14DE1043	GeForce 930MX
X	165E1043	GeForce 930MX
X	167E1043	GeForce 930MX
X	17301043	GeForce 930MX
X	19A01043	GeForce 930MX
X	1A501043	GeForce 930MX
X	1AF01043	GeForce 930MX
X	1B101043	GeForce 930MX
X	1B801043	GeForce 930MX
X	22811B0A	GeForce 930MX
X	22861B0A	GeForce 930MX
X	229C1B0A	GeForce 930MX
X	22C41B0A	GeForce 930MX
X	22CD1B0A	GeForce 930MX
X	23031B0A	GeForce 930MX
X	81B7103C	GeForce 930MX
X	822F103C	GeForce 930MX
X	8232103C	GeForce 930MX
X	8235103C	GeForce 930MX
X	8253103C	GeForce 930MX
X	82DC103C	GeForce 930MX
X	8380103C	GeForce 930MX
X	83A0103C	GeForce 930MX
X	83A1103C	GeForce 930MX
X	8475103C	GeForce 930MX
X	86F51043	GeForce 930MX
X	86FC1043	GeForce 930MX
X	870B1043	GeForce 930MX
X	AA781462	GeForce 930MX
X	AA8C1462	GeForce 930MX
X	AC171462	GeForce 930MX
X	AE931462	GeForce 930MX
D	134F	GeForce 920MX
X	074C1028	GeForce 920MX
X	07501028	GeForce 920MX
X	07511028	GeForce 920MX
X	07521028	GeForce 920MX
X	07531028	GeForce 920MX
X	07541028	GeForce 920MX
X	10BE1043	GeForce 920MX
X	10EE1043	GeForce 920MX
X	10FE1043	GeForce 920MX
X	11221025	GeForce 920MX
X	11231025	GeForce 920MX
X	1139152D	GeForce 920MX
X	114A1025	GeForce 920MX
X	114C1025	GeForce 920MX
X	114E1043	GeForce 920MX
X	11581025	GeForce 920MX
X	11801043	GeForce 920MX
X	11AE1043	GeForce 920MX
X	11CE1043	GeForce 920MX
X	11EE1043	GeForce 920MX
X	126E1043	GeForce 920MX
X	127E1043	GeForce 920MX
X	131E1043	GeForce 920MX
X	132E1043	GeForce 920MX
X	135E1043	GeForce 920MX
X	13BE1043	GeForce 920MX
X	13FE1043	GeForce 920MX
X	144E1043	GeForce 920MX
X	149E1043	GeForce 920MX
X	15F01043	GeForce 920MX
X	16BE1043	GeForce 920MX
X	171E1043	GeForce 920MX
X	173E1043	GeForce 920MX
X	174E1043	GeForce 920MX
X	177E1043	GeForce 920MX
X	179E1043	GeForce 920MX
X	17F01043	GeForce 920MX
X	19B01043	GeForce 920MX
X	20031D05	GeForce 920MX
X	20051D05	GeForce 920MX
X	20071D05	GeForce 920MX
X	228F1B0A	GeForce 920MX
X	23121B0A	GeForce 920MX
X	311417AA	GeForce 920MX
X	380217AA	GeForce 920MX
X	382417AA	GeForce 920MX
X	382B17AA	GeForce 920MX
X	39C717AA	GeForce 920MX
X	39CC17AA	GeForce 920MX
X	39CE17AA	GeForce 920MX
X	39F117AA	GeForce 920MX
X	505C17AA	GeForce 920MX
X	81BA103C	GeForce 920MX
X	81BB103C	GeForce 920MX
X	82DD103C	GeForce 920MX
X	8304103C	GeForce 920MX
X	87081043	GeForce 920MX
X	C778144D	GeForce 920MX
X	C784144D	GeForce 920MX
X	C798144D	GeForce 920MX
D	137A	Quadro K620M
X	222517AA	Quadro K620M
X	223217AA	Quadro M500M
X	505A17AA	Quadro M500M
D	137B	Quadro M520
X	224817AA	Quadro M520
D	1380	GeForce GTX 750 Ti
X	068B1028	GeForce GTX 750 Ti
X	07901028	GeForce GTX 750 Ti
X	079A1028	GeForce GTX 750 Ti
X	0996144D	GeForce GTX 750 Ti
X	10281019	GeForce GTX 750 Ti
X	105F10DE	GeForce GTX 750 Ti
X	1353174B	GeForce GTX 750 Ti
X	2B63103C	GeForce GTX 750 Ti
X	31091462	GeForce GTX 750 Ti
X	3E321642	GeForce GTX 750 Ti
X	82B2103C	GeForce GTX 750 Ti
D	1381	GeForce GTX 750
X	068B1028	GeForce GTX 750
X	07901028	GeForce GTX 750
X	079A1028	GeForce GTX 750
X	10261019	GeForce GTX 750
X	10311019	GeForce GTX 750
X	129119DA	GeForce GTX 750
X	2346174B	GeForce GTX 750
X	31011462	GeForce GTX 750
X	3291174B	GeForce GTX 750
X	3D981642	GeForce GTX 750
X	84B81043	GeForce GTX 750
X	86441043	GeForce GTX 750
D	1382	GeForce GTX 745
X	10231019	GeForce GTX 745
X	10301019	GeForce GTX 745
X	106510DE	GeForce GTX 745
X	193210CF	GeForce GTX 745
X	249A174B	GeForce GTX 745
X	31101462	GeForce GTX 745
X	6893103C	GeForce GTX 745
X	862C1043	GeForce GTX 745
D	1391	GeForce GTX 850M
X	01131775	GeForce GTX 850M
X	06801028	GeForce GTX 850M
X	06811028	GeForce GTX 850M
X	07811025	GeForce GTX 850M
X	079B1025	GeForce GTX 850M
X	079C1025	GeForce GTX 850M
X	08161025	GeForce GTX 850M
X	08591025	GeForce GTX 850M
X	091C1025	GeForce GTX 850M
X	091D1025	GeForce GTX 850M
X	09631025	GeForce GTX 850M
X	1091152D	GeForce GTX 850M
X	1097152D	GeForce GTX 850M
X	10E31462	GeForce GTX 850M
X	1101152D	GeForce GTX 850M
X	11021462	GeForce GTX 850M
X	11081462	GeForce GTX 850M
X	110A1462	GeForce GTX 850M
X	11121462	GeForce GTX 850M
X	11131462	GeForce GTX 850M
X	11151462	GeForce GTX 850M
X	11201462	GeForce GTX 850M
X	11CD1043	GeForce GTX 850M
X	129D1043	GeForce GTX 850M
X	14AD1043	GeForce GTX 850M
X	154D1043	GeForce GTX 850M
X	1706172F	GeForce GTX 850M
X	1708172F	GeForce GTX 850M
X	177D1043	GeForce GTX 850M
X	178D1043	GeForce GTX 850M
X	17BD1043	GeForce GTX 850M
X	1802172F	GeForce GTX 850M
X	185D1043	GeForce GTX 850M
X	189D1043	GeForce GTX 850M
X	1901172F	GeForce GTX 850M
X	1A3D1043	GeForce GTX 850M
X	1A504352	GeForce GTX 850M
X	1A514352	GeForce GTX 850M
X	21131775	GeForce GTX 850M
X	228C103C	GeForce GTX 850M
X	228D103C	GeForce GTX 850M
X	228E103C	GeForce GTX 850M
X	229B103C	GeForce GTX 850M
X	229C103C	GeForce GTX 850M
X	229D103C	GeForce GTX 850M
X	22A0103C	GeForce GTX 850M
X	22CA1043	GeForce GTX 850M
X	369717AA	GeForce GTX 850A
X	380117AA	GeForce GTX 850M
X	41131775	GeForce GTX 850M
X	50181558	GeForce GTX 850M
X	50361B6C	GeForce GTX 850M
X	65011558	GeForce GTX 850M
X	A4561458	GeForce GTX 850M
D	1392	GeForce GPU
X	066A1028	GeForce GPU
X	06831028	GeForce GTX 860M
X	091D1025	GeForce GTX 860M
X	09261025	GeForce GTX 860M
X	10061D05	GeForce GTX 860M
X	1025152D	GeForce GTX 860M
X	1097152D	GeForce GTX 860M
X	11071462	GeForce GTX 860M
X	11091462	GeForce GTX 860M
X	11141462	GeForce GTX 860M
X	111F1462	GeForce GTX 860M
X	157D1043	GeForce GTX 860M
X	171D1043	GeForce GTX 860M
X	177D1043	GeForce GTX 860M
X	180D1043	GeForce GTX 860M
X	185D1043	GeForce GTX 860M
X	186D1043	GeForce GTX 860M
X	23001558	GeForce GTX 860M
X	2332103C	GeForce GTX 860M
X	35011558	GeForce GTX 860M
X	381217AA	GeForce GTX 860M
X	397817AA	GeForce GTX 860M
X	558B1991	GeForce GTX 860M
X	558C1991	GeForce GTX 860M
X	558D1991	GeForce GTX 860M
X	674A1A58	GeForce GTX 860M
X	861E1043	GeForce GTX 750 Ti
X	86D91043	GeForce GTX 750 Ti
X	A4561458	GeForce GTX 860M
X	ACB31462	GeForce GTX 860M
X	ACB61462	GeForce GTX 860M
X	AE671462	GeForce GTX 860M
X	AE691462	GeForce GTX 860M
X	B23019DA	GeForce GTX 860M
X	B24819DA	GeForce GTX 860M
X	B26119DA	GeForce GTX 860M
D	1393	GeForce 840M
X	008314C0	GeForce 840M
X	06531028	GeForce 840M
X	11131462	GeForce 840M
D	1398	GeForce 845M
X	177D1043	GeForce 845M
D	1399	GeForce 945M
X	10371025	GeForce 945M
X	103A1025	GeForce 945M
X	103B1025	GeForce 945M
D	139A	GeForce GTX 950M
X	01511558	GeForce GTX 950M
X	07191028	GeForce GTX 950M
X	077B1028	GeForce GTX 950M
X	091B1025	GeForce GTX 950M
X	091D1025	GeForce GTX 950M
X	09631025	GeForce GTX 950M
X	09951025	GeForce GTX 950M
X	10331025	GeForce GTX 950M
X	10371025	GeForce GTX 950M
X	103A1025	GeForce GTX 950M
X	103B1025	GeForce GTX 950M
X	10601043	GeForce GTX 950M
X	108F1025	GeForce GTX 950M
X	10941025	GeForce GTX 950M
X	1097152D	GeForce GTX 950M
X	10A01043	GeForce GTX 950M
X	10E31462	GeForce GTX 950M
X	11021462	GeForce GTX 950M
X	1102152D	GeForce GTX 950M
X	11071462	GeForce GTX 950M
X	11091462	GeForce GTX 950M
X	11121462	GeForce GTX 950M
X	11131462	GeForce GTX 950M
X	111A1025	GeForce GTX 950M
X	111B1025	GeForce GTX 950M
X	111E1043	GeForce GTX 950M
X	1128152D	GeForce GTX 950M
X	1129152D	GeForce GTX 950M
X	11301043	GeForce GTX 950M
